CUDA available: True
CUDA device count: 2
Using CUDA device: cuda:1
CUDA device name:NVIDIA A40
CUDA memory allocated: 0.00 GB
Using device: cuda:1
✓ WandB initialized in Online mode
=================================
Class: Square, Total Samples: 2178
Timestep 0: 85.83%
Timestep 1: 86.14%
Timestep 2: 86.76%
Timestep 3: 87.57%
Timestep 4: 88.44%
Timestep 5: 89.28%
Timestep 6: 90.03%
Timestep 7: 90.68%
Timestep 8: 91.23%
Timestep 9: 91.70%
Timestep 10: 92.10%
Timestep 11: 92.45%
Timestep 12: 92.74%
Timestep 13: 93.00%
Timestep 14: 93.23%
Timestep 15: 93.43%
Timestep 16: 93.60%
Timestep 17: 93.76%
Timestep 18: 93.90%
Timestep 19: 94.03%
Timestep 20: 94.14%
Timestep 21: 94.24%
Timestep 22: 94.34%
Timestep 23: 94.42%
Timestep 24: 94.50%
Timestep 25: 94.57%
Timestep 26: 94.63%
Timestep 27: 94.69%
Timestep 28: 94.74%
Timestep 29: 94.79%
Timestep 30: 94.83%
Timestep 31: 94.87%
Timestep 32: 94.91%
Timestep 33: 94.94%
Timestep 34: 94.97%
Timestep 35: 94.99%
Timestep 36: 95.02%
Timestep 37: 95.04%
Timestep 38: 95.05%
Timestep 39: 95.07%
Timestep 40: 95.08%
Timestep 41: 95.10%
Timestep 42: 95.11%
Timestep 43: 95.12%
Timestep 44: 95.12%
Timestep 45: 95.13%
Timestep 46: 95.14%
Timestep 47: 95.14%
Timestep 48: 95.15%
Timestep 49: 95.15%
Timestep 50: 95.15%
Timestep 51: 95.15%
Timestep 52: 95.16%
Timestep 53: 95.16%
Timestep 54: 95.16%
Timestep 55: 95.16%
Timestep 56: 95.16%
Timestep 57: 95.16%
Timestep 58: 95.16%
Timestep 59: 95.16%
Timestep 60: 95.16%
Timestep 61: 95.16%
Timestep 62: 95.15%
Timestep 63: 95.15%
Timestep 64: 95.15%
Timestep 65: 95.15%
Timestep 66: 95.15%
Timestep 67: 95.15%
Timestep 68: 95.14%
Timestep 69: 95.14%
Timestep 70: 95.14%
Timestep 71: 95.14%
Timestep 72: 95.14%
Timestep 73: 95.14%
Timestep 74: 95.13%
Timestep 75: 95.13%
Timestep 76: 95.13%
Timestep 77: 95.13%
Timestep 78: 95.13%
Timestep 79: 95.12%
Timestep 80: 95.12%
Timestep 81: 95.12%
Timestep 82: 95.12%
Timestep 83: 95.12%
Timestep 84: 95.12%
Timestep 85: 95.11%
Timestep 86: 95.11%
Timestep 87: 95.11%
Timestep 88: 95.11%
Timestep 89: 95.11%
Timestep 90: 95.11%
Timestep 91: 95.11%
Timestep 92: 95.10%
Timestep 93: 95.10%
Timestep 94: 95.10%
Timestep 95: 95.10%
Timestep 96: 95.10%
Timestep 97: 95.10%
Timestep 98: 95.10%
Timestep 99: 95.10%
Timestep 100: 95.09%


=================================
Class: Random, Total Samples: 2334
Timestep 0: 3.67%
Timestep 1: 3.68%
Timestep 2: 3.91%
Timestep 3: 4.39%
Timestep 4: 5.11%
Timestep 5: 6.01%
Timestep 6: 7.01%
Timestep 7: 8.07%
Timestep 8: 9.13%
Timestep 9: 10.16%
Timestep 10: 11.15%
Timestep 11: 12.10%
Timestep 12: 13.00%
Timestep 13: 13.84%
Timestep 14: 14.63%
