CUDA available: True
CUDA device count: 2
Using CUDA device: cuda:1
CUDA device name:NVIDIA A40
CUDA memory allocated: 0.00 GB
Using device: cuda:1
✓ WandB initialized in Online mode
=================================
Class: Square, Total Samples: 2178
Timestep 0: 85.83%
Timestep 1: 85.72%
Timestep 2: 86.11%
Timestep 3: 86.90%
Timestep 4: 87.83%
Timestep 5: 88.68%
Timestep 6: 89.37%
Timestep 7: 89.93%
Timestep 8: 90.36%
Timestep 9: 90.68%
Timestep 10: 90.93%
Timestep 11: 91.12%
Timestep 12: 91.27%
Timestep 13: 91.38%
Timestep 14: 91.47%
Timestep 15: 91.55%
Timestep 16: 91.61%
Timestep 17: 91.67%
Timestep 18: 91.72%
Timestep 19: 91.76%
Timestep 20: 91.80%
Timestep 21: 91.84%
Timestep 22: 91.87%
Timestep 23: 91.91%
Timestep 24: 91.94%
Timestep 25: 91.97%
Timestep 26: 91.99%
Timestep 27: 92.02%
Timestep 28: 92.04%
Timestep 29: 92.07%
Timestep 30: 92.09%
Timestep 31: 92.11%
Timestep 32: 92.14%
Timestep 33: 92.16%
Timestep 34: 92.18%
Timestep 35: 92.19%
Timestep 36: 92.21%
Timestep 37: 92.23%
Timestep 38: 92.25%
Timestep 39: 92.26%
Timestep 40: 92.28%
Timestep 41: 92.29%
Timestep 42: 92.31%
Timestep 43: 92.32%
Timestep 44: 92.34%
Timestep 45: 92.35%
Timestep 46: 92.36%
Timestep 47: 92.37%
Timestep 48: 92.39%
Timestep 49: 92.40%
Timestep 50: 92.41%
Timestep 51: 92.42%
Timestep 52: 92.43%
Timestep 53: 92.44%
Timestep 54: 92.45%
Timestep 55: 92.46%
Timestep 56: 92.47%
Timestep 57: 92.48%
Timestep 58: 92.49%
Timestep 59: 92.50%
Timestep 60: 92.50%
Timestep 61: 92.51%
Timestep 62: 92.52%
Timestep 63: 92.53%
Timestep 64: 92.53%
Timestep 65: 92.54%
Timestep 66: 92.55%
Timestep 67: 92.55%
Timestep 68: 92.56%
Timestep 69: 92.57%
Timestep 70: 92.57%
Timestep 71: 92.58%
Timestep 72: 92.58%
Timestep 73: 92.59%
Timestep 74: 92.59%
Timestep 75: 92.60%
Timestep 76: 92.60%
Timestep 77: 92.60%
Timestep 78: 92.61%
Timestep 79: 92.61%
Timestep 80: 92.62%
Timestep 81: 92.62%
Timestep 82: 92.63%
Timestep 83: 92.63%
Timestep 84: 92.63%
Timestep 85: 92.64%
Timestep 86: 92.64%
Timestep 87: 92.64%
Timestep 88: 92.65%
Timestep 89: 92.65%
Timestep 90: 92.65%
Timestep 91: 92.65%
Timestep 92: 92.66%
Timestep 93: 92.66%
Timestep 94: 92.66%
Timestep 95: 92.66%
Timestep 96: 92.66%
Timestep 97: 92.67%
Timestep 98: 92.67%
Timestep 99: 92.67%
Timestep 100: 92.67%


=================================
Class: Random, Total Samples: 2334
Timestep 0: 3.67%
Timestep 1: 3.37%
Timestep 2: 3.83%
Timestep 3: 4.99%
Timestep 4: 6.71%
Timestep 5: 8.85%
Timestep 6: 11.23%
Timestep 7: 13.69%
Timestep 8: 16.08%
Timestep 9: 18.30%
Timestep 10: 20.29%
Timestep 11: 22.05%
Timestep 12: 23.58%
Timestep 13: 24.90%
Timestep 14: 26.04%
