CUDA available: True
CUDA device count: 2
Using CUDA device: cuda:1
CUDA device name:NVIDIA A40
CUDA memory allocated: 0.00 GB
Using device: cuda:1
✓ WandB initialized in Online mode
=================================
Class: Square, Total Samples: 2178
Timestep 0: 85.83%
Timestep 1: 86.02%
Timestep 2: 86.46%
Timestep 3: 87.09%
Timestep 4: 87.80%
Timestep 5: 88.53%
Timestep 6: 89.22%
Timestep 7: 89.83%
Timestep 8: 90.37%
Timestep 9: 90.83%
Timestep 10: 91.23%
Timestep 11: 91.57%
Timestep 12: 91.87%
Timestep 13: 92.13%
Timestep 14: 92.35%
Timestep 15: 92.56%
Timestep 16: 92.74%
Timestep 17: 92.90%
Timestep 18: 93.06%
Timestep 19: 93.20%
Timestep 20: 93.33%
Timestep 21: 93.45%
Timestep 22: 93.56%
Timestep 23: 93.67%
Timestep 24: 93.77%
Timestep 25: 93.86%
Timestep 26: 93.95%
Timestep 27: 94.04%
Timestep 28: 94.12%
Timestep 29: 94.20%
Timestep 30: 94.27%
Timestep 31: 94.34%
Timestep 32: 94.41%
Timestep 33: 94.47%
Timestep 34: 94.53%
Timestep 35: 94.58%
Timestep 36: 94.64%
Timestep 37: 94.69%
Timestep 38: 94.74%
Timestep 39: 94.78%
Timestep 40: 94.82%
Timestep 41: 94.87%
Timestep 42: 94.90%
Timestep 43: 94.94%
Timestep 44: 94.98%
Timestep 45: 95.01%
Timestep 46: 95.04%
Timestep 47: 95.07%
Timestep 48: 95.09%
Timestep 49: 95.12%
Timestep 50: 95.14%
Timestep 51: 95.17%
Timestep 52: 95.19%
Timestep 53: 95.21%
Timestep 54: 95.23%
Timestep 55: 95.25%
Timestep 56: 95.26%
Timestep 57: 95.28%
Timestep 58: 95.30%
Timestep 59: 95.31%
Timestep 60: 95.33%
Timestep 61: 95.34%
Timestep 62: 95.35%
Timestep 63: 95.36%
Timestep 64: 95.37%
Timestep 65: 95.38%
Timestep 66: 95.39%
Timestep 67: 95.40%
Timestep 68: 95.41%
Timestep 69: 95.42%
Timestep 70: 95.43%
Timestep 71: 95.44%
Timestep 72: 95.44%
Timestep 73: 95.45%
Timestep 74: 95.46%
Timestep 75: 95.46%
Timestep 76: 95.47%
Timestep 77: 95.47%
Timestep 78: 95.48%
Timestep 79: 95.48%
Timestep 80: 95.49%
Timestep 81: 95.49%
Timestep 82: 95.50%
Timestep 83: 95.50%
Timestep 84: 95.50%
Timestep 85: 95.51%
Timestep 86: 95.51%
Timestep 87: 95.51%
Timestep 88: 95.52%
Timestep 89: 95.52%
Timestep 90: 95.52%
Timestep 91: 95.52%
Timestep 92: 95.53%
Timestep 93: 95.53%
Timestep 94: 95.53%
Timestep 95: 95.53%
Timestep 96: 95.53%
Timestep 97: 95.54%
Timestep 98: 95.54%
Timestep 99: 95.54%
Timestep 100: 95.54%


=================================
Class: Random, Total Samples: 2334
Timestep 0: 3.67%
Timestep 1: 3.62%
Timestep 2: 3.74%
Timestep 3: 4.08%
Timestep 4: 4.63%
Timestep 5: 5.35%
Timestep 6: 6.19%
Timestep 7: 7.09%
Timestep 8: 8.01%
Timestep 9: 8.91%
Timestep 10: 9.77%
Timestep 11: 10.56%
Timestep 12: 11.29%
Timestep 13: 11.95%
Timestep 14: 12.56%
