CUDA available: True
CUDA device count: 2
Using CUDA device: cuda:1
CUDA device name:NVIDIA A40
CUDA memory allocated: 0.00 GB
Using device: cuda:1
✓ WandB initialized in Online mode
=================================
Class: Square, Total Samples: 2178
Timestep 0: 85.83%
Timestep 1: 85.81%
Timestep 2: 85.98%
Timestep 3: 86.42%
Timestep 4: 87.04%
Timestep 5: 87.74%
Timestep 6: 88.42%
Timestep 7: 89.04%
Timestep 8: 89.57%
Timestep 9: 90.02%
Timestep 10: 90.38%
Timestep 11: 90.68%
Timestep 12: 90.92%
Timestep 13: 91.11%
Timestep 14: 91.26%
Timestep 15: 91.38%
Timestep 16: 91.47%
Timestep 17: 91.55%
Timestep 18: 91.61%
Timestep 19: 91.67%
Timestep 20: 91.71%
Timestep 21: 91.75%
Timestep 22: 91.79%
Timestep 23: 91.82%
Timestep 24: 91.85%
Timestep 25: 91.87%
Timestep 26: 91.90%
Timestep 27: 91.92%
Timestep 28: 91.95%
Timestep 29: 91.97%
Timestep 30: 91.99%
Timestep 31: 92.02%
Timestep 32: 92.04%
Timestep 33: 92.06%
Timestep 34: 92.08%
Timestep 35: 92.09%
Timestep 36: 92.11%
Timestep 37: 92.13%
Timestep 38: 92.15%
Timestep 39: 92.16%
Timestep 40: 92.18%
Timestep 41: 92.20%
Timestep 42: 92.21%
Timestep 43: 92.22%
Timestep 44: 92.24%
Timestep 45: 92.25%
Timestep 46: 92.26%
Timestep 47: 92.28%
Timestep 48: 92.29%
Timestep 49: 92.30%
Timestep 50: 92.31%
Timestep 51: 92.32%
Timestep 52: 92.33%
Timestep 53: 92.35%
Timestep 54: 92.36%
Timestep 55: 92.37%
Timestep 56: 92.38%
Timestep 57: 92.39%
Timestep 58: 92.39%
Timestep 59: 92.40%
Timestep 60: 92.41%
Timestep 61: 92.42%
Timestep 62: 92.43%
Timestep 63: 92.44%
Timestep 64: 92.44%
Timestep 65: 92.45%
Timestep 66: 92.46%
Timestep 67: 92.47%
Timestep 68: 92.47%
Timestep 69: 92.48%
Timestep 70: 92.49%
Timestep 71: 92.49%
Timestep 72: 92.50%
Timestep 73: 92.51%
Timestep 74: 92.51%
Timestep 75: 92.52%
Timestep 76: 92.52%
Timestep 77: 92.53%
Timestep 78: 92.54%
Timestep 79: 92.54%
Timestep 80: 92.55%
Timestep 81: 92.55%
Timestep 82: 92.56%
Timestep 83: 92.56%
Timestep 84: 92.56%
Timestep 85: 92.57%
Timestep 86: 92.57%
Timestep 87: 92.58%
Timestep 88: 92.58%
Timestep 89: 92.59%
Timestep 90: 92.59%
Timestep 91: 92.59%
Timestep 92: 92.60%
Timestep 93: 92.60%
Timestep 94: 92.61%
Timestep 95: 92.61%
Timestep 96: 92.61%
Timestep 97: 92.62%
Timestep 98: 92.62%
Timestep 99: 92.62%
Timestep 100: 92.63%


=================================
Class: Random, Total Samples: 2334
Timestep 0: 3.67%
Timestep 1: 3.45%
Timestep 2: 3.52%
Timestep 3: 3.98%
Timestep 4: 4.82%
Timestep 5: 6.00%
Timestep 6: 7.47%
Timestep 7: 9.15%
Timestep 8: 10.97%
Timestep 9: 12.83%
Timestep 10: 14.67%
Timestep 11: 16.43%
Timestep 12: 18.07%
Timestep 13: 19.57%
Timestep 14: 20.92%
