CUDA available: True
CUDA device count: 2
Using CUDA device: cuda:1
CUDA device name:NVIDIA A40
CUDA memory allocated: 0.00 GB
Using device: cuda:1
✓ WandB initialized in Online mode
=================================
Class: Square, Total Samples: 2178
Timestep 0: 85.83%
Timestep 1: 85.97%
Timestep 2: 86.55%
Timestep 3: 87.41%
Timestep 4: 88.32%
Timestep 5: 89.15%
Timestep 6: 89.83%
Timestep 7: 90.37%
Timestep 8: 90.80%
Timestep 9: 91.14%
Timestep 10: 91.42%
Timestep 11: 91.64%
Timestep 12: 91.82%
Timestep 13: 91.98%
Timestep 14: 92.11%
Timestep 15: 92.23%
Timestep 16: 92.33%
Timestep 17: 92.43%
Timestep 18: 92.51%
Timestep 19: 92.59%
Timestep 20: 92.66%
Timestep 21: 92.73%
Timestep 22: 92.79%
Timestep 23: 92.85%
Timestep 24: 92.91%
Timestep 25: 92.96%
Timestep 26: 93.01%
Timestep 27: 93.06%
Timestep 28: 93.10%
Timestep 29: 93.14%
Timestep 30: 93.18%
Timestep 31: 93.22%
Timestep 32: 93.26%
Timestep 33: 93.29%
Timestep 34: 93.32%
Timestep 35: 93.35%
Timestep 36: 93.38%
Timestep 37: 93.40%
Timestep 38: 93.43%
Timestep 39: 93.45%
Timestep 40: 93.47%
Timestep 41: 93.49%
Timestep 42: 93.51%
Timestep 43: 93.53%
Timestep 44: 93.55%
Timestep 45: 93.56%
Timestep 46: 93.58%
Timestep 47: 93.59%
Timestep 48: 93.60%
Timestep 49: 93.62%
Timestep 50: 93.63%
Timestep 51: 93.64%
Timestep 52: 93.65%
Timestep 53: 93.66%
Timestep 54: 93.67%
Timestep 55: 93.68%
Timestep 56: 93.68%
Timestep 57: 93.69%
Timestep 58: 93.70%
Timestep 59: 93.71%
Timestep 60: 93.71%
Timestep 61: 93.72%
Timestep 62: 93.72%
Timestep 63: 93.73%
Timestep 64: 93.73%
Timestep 65: 93.74%
Timestep 66: 93.74%
Timestep 67: 93.74%
Timestep 68: 93.75%
Timestep 69: 93.75%
Timestep 70: 93.75%
Timestep 71: 93.76%
Timestep 72: 93.76%
Timestep 73: 93.76%
Timestep 74: 93.76%
Timestep 75: 93.77%
Timestep 76: 93.77%
Timestep 77: 93.77%
Timestep 78: 93.77%
Timestep 79: 93.77%
Timestep 80: 93.78%
Timestep 81: 93.78%
Timestep 82: 93.78%
Timestep 83: 93.78%
Timestep 84: 93.78%
Timestep 85: 93.78%
Timestep 86: 93.78%
Timestep 87: 93.78%
Timestep 88: 93.78%
Timestep 89: 93.79%
Timestep 90: 93.79%
Timestep 91: 93.79%
Timestep 92: 93.79%
Timestep 93: 93.79%
Timestep 94: 93.79%
Timestep 95: 93.79%
Timestep 96: 93.79%
Timestep 97: 93.79%
Timestep 98: 93.79%
Timestep 99: 93.79%
Timestep 100: 93.79%


=================================
Class: Random, Total Samples: 2334
Timestep 0: 3.67%
Timestep 1: 3.49%
Timestep 2: 3.89%
Timestep 3: 4.79%
Timestep 4: 6.06%
Timestep 5: 7.54%
Timestep 6: 9.10%
Timestep 7: 10.64%
Timestep 8: 12.08%
Timestep 9: 13.38%
Timestep 10: 14.54%
Timestep 11: 15.55%
Timestep 12: 16.43%
Timestep 13: 17.20%
Timestep 14: 17.87%
